Faculty,Interested_Field,GPA,Work_Experience,TopUp,Career_Choice,Position
Engineering,Climate Change Adaptation and Mitigation,3.28,12,Resource Engineering,Climate Change Specialist,Associate
Engineering,Textile Process Engineering,2.71,14,Textile and Clothing Technology,Textile Process Engineer,Associate
Engineering,Apparel Manufacturing and Technology,3.05,12,Textile and Clothing Technology,Apparel Manufacturing Engineer,Associate
Engineering,Textile Quality Control and Testing,3.23,15,Textile and Clothing Technology,Textile Quality Control Engineer,Associate
Engineering,Textile Chemistry and Dyeing Technology,3.1,1,Textile and Clothing Technology,Textile Chemist,Intern
Engineering,Fashion Design and Merchandising,3.59,14,Textile and Clothing Technology,Fashion Designer,Associate
Engineering,Textile Research and Development,3.23,13,Textile and Clothing Technology,Textile Researcher,Associate
Engineering,Materials Characterization and Testing,3.06,3,Material Science & Engineering,Materials Testing Engineer,Intern
Engineering,Nanomaterials and Nanotechnology,2.56,2,Material Science & Engineering,Nanomaterials Engineer,Intern
Engineering,Composite Materials Engineering,2.96,7,Material Science & Engineering,Composite Materials Engineer,Intern
Engineering,Biomaterials Engineering,3.5,13,Material Science & Engineering,Biomaterials Engineer,Associate
Engineering,Materials Processing and Manufacturing,2.56,12,Material Science & Engineering,Materials Manufacturing Engineer,Associate
Engineering,Energy Storage Materials,3.07,4,Material Science & Engineering,Energy Storage Engineer,Intern
Engineering,Thermodynamics and Heat Transfer,3.58,5,Mechanical Engineering,Thermodynamics Engineer,Intern
Engineering,Fluid Mechanics and Aerodynamics,3.44,14,Mechanical Engineering,Fluid Mechanics Engineer,Associate
Engineering,Mechanical Design and Analysis,2.57,6,Mechanical Engineering,Mechanical Design Engineer,Intern
Engineering,Robotics and Automation,3.07,3,Mechanical Engineering,Robotics Engineer,Intern
Engineering,Manufacturing Processes and Systems,2.89,13,Mechanical Engineering,Manufacturing Engineer,Associate
Engineering,Automotive Engineering,3.15,6,Mechanical Engineering,Automotive Engineer,Intern
Engineering,Textile Fiber Science and Technology,2.76,12,Textile & Clothing Engineering,Textile Fiber Engineer,Associate
Engineering,Apparel Engineering,3.54,0,Textile & Clothing Engineering,Apparel Engineer,Intern
Engineering,Textile Testing and Quality Control,3.56,1,Textile & Clothing Engineering,Textile Quality Control Engineer,Intern
Engineering,Textile Wet Processing,2.67,16,Textile & Clothing Engineering,Textile Wet Processing Engineer,Associate
Engineering,Textile Production Management,3,8,Textile & Clothing Engineering,Textile Production Manager,Intern
Engineering,Fashion Merchandising and Retailing,3,13,Textile & Clothing Engineering,Fashion Merchandiser,Associate
Engineering,Chemical Reaction Engineering,3.02,7,Chemical & Process Engineering,Chemical Reaction Engineer,Intern
Engineering,Process Design and Optimization,3.34,4,Chemical & Process Engineering,Process Design Engineer,Intern
Engineering,Petrochemical Engineering,2.9,0,Chemical & Process Engineering,Petrochemical Engineer,Intern
Engineering,Process Control and Instrumentation,2.93,12,Chemical & Process Engineering,Process Control Engineer,Associate
Engineering,Polymer Science and Engineering,2.91,1,Chemical & Process Engineering,Polymer Engineer,Intern
Engineering,Environmental Engineering,3.3,9,Chemical & Process Engineering,Environmental Engineer,Intern
Engineering,Applied Mathematics,2.75,10,Mathematics,Applied Mathematician,Intern
Engineering,Mathematical Modeling,3.37,4,Mathematics,Mathematical Modeler,Intern
Engineering,Computational Mathematics,3.13,6,Mathematics,Computational Mathematician,Intern
Engineering,Financial Mathematics,2.52,17,Mathematics,Financial Mathematician,Associate
Engineering,Data Science and Analytics,2.87,11,Mathematics,Data Scientist,Intern
Engineering,Robotics and Automation,3.2,1,Mechatronics,Robotics Engineer,Intern
Engineering,Control Systems Engineering,3.36,14,Mechatronics,Control Systems Engineer,Associate
Engineering,Mechatronic System Design,3.17,7,Mechatronics,Mechatronic System Designer,Intern
Engineering,Embedded Systems Design,2.91,5,Mechatronics,Embedded Systems Engineer,Intern
Engineering,Industrial Automation,3.53,7,Mechatronics,Industrial Automation Engineer,Intern
Engineering,"HVAC (Heating, Ventilation, and Air Conditioning) Engineer",2.64,14,HVAC,HVAC Engineer,Associate
Engineering,Plumbing and Drainage Engineering,2.51,8,HVAC,Plumbing Engineer,Intern
Engineering,Fire Protection Engineering,2.74,12,HVAC,Fire Protection Engineer,Associate
Engineering,Lighting Design and Control,2.63,1,HVAC,Lighting Engineer,Intern
Engineering,Sustainable Building Systems,2.54,12,HVAC,Sustainable Building Systems Engineer,Associate
Engineering,Lean Manufacturing,3.06,14,Manufacturing Engineering,Lean Manufacturing Engineer,Associate
Engineering,Industrial Engineering,3.58,2,Manufacturing Engineering,Industrial Engineer,Intern
Engineering,Quality Control and Assurance,3.13,7,Manufacturing Engineering,Quality Control Engineer,Intern
Engineering,Production Planning and Control,2.62,7,Manufacturing Engineering,Production Planning Engineer,Intern
Engineering,Supply Chain Management,2.83,6,Manufacturing Engineering,Supply Chain Manager,Intern
Science,Biotechnology,3.17,12,Applied Sciences Study,Biotechnologist,Associate
Science,Environmental Science,3.18,8,Applied Sciences Study,Environmental Scientist,Intern
Science,Forensic Science,3.69,17,Applied Sciences Study,Forensic Scientist,Associate
Science,Nanotechnology,3.19,3,Applied Sciences Study,Nanotechnologist,Intern
Science,Polymer Science,2.88,11,Applied Sciences Study,Polymer Scientist,Intern
Science,Renewable Energy,3.22,17,Applied Sciences Study,Renewable Energy Specialist,Associate
Science,Material Science,2.73,1,Applied Sciences Study,Material Scientist,Intern
Science,Environmental Monitoring,3.05,14,Applied Sciences Study,Environmental Monitoring Technician,Associate
Science,Data Analysis,3.35,11,Applied Sciences Study,Data Analyst,Intern
Science,Data Analysis,3.42,0,Statistics and Operations Research,Data Analyst,Intern
Science,Statistical Modeling,3.36,0,Statistics and Operations Research,Statistical Modeler,Intern
Science,Operations Research,3.41,4,Statistics and Operations Research,Operations Research Analyst,Intern
Science,Quantitative Risk Analysis,2.77,11,Statistics and Operations Research,Risk Analyst,Intern
Science,Statistical Consulting,3.26,16,Statistics and Operations Research,Statistical Consultant,Associate
Science,Market Research,3.11,7,Statistics and Operations Research,Market Research Analyst,Intern
Science,Forecasting,2.99,5,Statistics and Operations Research,Forecast Analyst,Intern
Science,Survey Design and Analysis,2.68,5,Statistics and Operations Research,Survey Analyst,Intern
Science,Supply Chain Optimization,3.42,15,Statistics and Operations Research,Supply Chain Analyst,Associate
Science,Computational Modeling and Simulation,2.77,14,Computation and Management,Computational Modeler,Associate
Science,Computational Finance,3.59,1,Computation and Management,Computational Financial Analyst,Intern
Science,Data Management and Analysis,2.79,5,Computation and Management,Data Manager,Intern
Science,Computational Economics,3,10,Computation and Management,Computational Economist,Intern
Science,Project Management,2.99,17,Computation and Management,Project Manager,Associate
Science,Business Analytics,2.72,5,Computation and Management,Business Analyst,Intern
Science,Information Systems Management,3.58,6,Computation and Management,Information Systems Manager,Intern
Science,Decision Support Systems,3.09,6,Computation and Management,Decision Support Systems Specialist,Intern
Aggriculture,Crop Science,2.73,7,Agricultural Technology and Management,Crop Scientist,Intern
Aggriculture,Agricultural Engineering,2.67,1,Agricultural Technology and Management,Agricultural Engineer,Intern
Aggriculture,Agribusiness Management,3.61,9,Agricultural Technology and Management,Agribusiness Manager,Intern
Aggriculture,Soil Science,2.63,5,Agricultural Technology and Management,Soil Scientist,Intern
Aggriculture,Agricultural Extension,3.43,16,Agricultural Technology and Management,Agricultural Extension Agent,Associate
Aggriculture,Precision Agriculture,3.02,17,Agricultural Technology and Management,Precision Agriculture Expert,Associate
Aggriculture,Livestock Management,3.51,12,Agricultural Technology and Management,Livestock Manager,Associate
Aggriculture,Agricultural Economics,3.36,4,Agricultural Technology and Management,Agricultural Economist,Intern
Aggriculture,Food Quality Assurance,2.63,9,Food Science and Technology,Food Quality Assurance Manager,Intern
Aggriculture,Food Processing,2.68,14,Food Science and Technology,Food Processing Engineer,Associate
Aggriculture,Food Safety and Inspection,3.15,16,Food Science and Technology,Food Safety Inspector,Associate
Aggriculture,Food Product Development,2.54,13,Food Science and Technology,Food Product Development Manager,Associate
Aggriculture,Sensory Science,3.63,10,Food Science and Technology,Sensory Scientist,Intern
Aggriculture,Food Microbiology,3.65,15,Food Science and Technology,Food Microbiologist,Associate
Aggriculture,Food Packaging and Labeling,3.26,11,Food Science and Technology,Food Packaging Specialist,Intern
Aggriculture,Food Chemistry,2.83,14,Food Science and Technology,Food Chemist,Associate
Aggriculture,Veterinary Medicine,3.5,17,Animal Science,Veterinarian,Associate
Aggriculture,Animal Nutrition,2.9,8,Animal Science,Animal Nutritionist,Intern
Aggriculture,Animal Behavior,3.04,13,Animal Science,Animal Behaviorist,Associate
Aggriculture,Livestock Management,3.58,8,Animal Science,Livestock Manager,Intern
Aggriculture,Animal Genetics,3.51,1,Animal Science,Animal Geneticist,Intern
Aggriculture,Animal Welfare,3,3,Animal Science,Animal Welfare Officer,Intern
Aggriculture,Animal Biotechnology,2.83,2,Animal Science,Animal Biotechnologist,Intern
Aggriculture,Animal Physiology,3.41,1,Animal Science,Animal Physiologist,Intern
Aggriculture,Aquaculture,2.99,5,Fisheries,Aquaculturist,Intern
Aggriculture,Fisheries Management,3.23,11,Fisheries,Fisheries Manager,Intern
Aggriculture,Marine Biology,3.16,0,Fisheries,Marine Biologist,Intern
Aggriculture,Fishery Science,3.17,15,Fisheries,Fishery Scientist,Associate
Aggriculture,Fish Health Management,2.97,17,Fisheries,Fish Health Manager,Associate
Aggriculture,Fishery Conservation,3.34,9,Fisheries,Fishery Conservationist,Intern
Aggriculture,Fishery Economics,2.97,9,Fisheries,Fishery Economist,Intern
Aggriculture,Fish Processing,3.42,15,Fisheries,Fish Processing Technician,Associate
Health Science,Clinical Laboratory Science,2.57,16,Medical Laboratory Science,Clinical Laboratory Scientist,Associate
Health Science,Hematology,3.5,15,Medical Laboratory Science,Hematologist,Associate
Health Science,Immunology,3.12,0,Medical Laboratory Science,Immunologist,Intern
Health Science,Microbiology,3.11,16,Medical Laboratory Science,Microbiologist,Associate
Health Science,Molecular Diagnostics,2.61,15,Medical Laboratory Science,Molecular Diagnostics Technologist,Associate
Health Science,Histology,3.65,16,Medical Laboratory Science,Histotechnologist,Associate
Health Science,Blood Banking,2.53,16,Medical Laboratory Science,Blood Bank Technologist,Associate
Health Science,Cytotechnology,2.96,7,Medical Laboratory Science,Cytotechnologist,Intern
Health Science,Registered Nurse,2.74,12,Science in Nursing,Registered Nurse,Associate
Health Science,Nurse Practitioner,3.21,15,Science in Nursing,Nurse Practitioner,Associate
Health Science,Critical Care Nursing,2.64,9,Science in Nursing,Critical Care Nurse,Intern
Health Science,Pediatric Nursing,2.77,5,Science in Nursing,Pediatric Nurse,Intern
Health Science,Geriatric Nursing,2.91,8,Science in Nursing,Geriatric Nurse,Intern
Health Science,Public Health Nursing,2.6,1,Science in Nursing,Public Health Nurse,Intern
Health Science,Oncology Nursing,3.22,12,Science in Nursing,Oncology Nurse,Associate
Health Science,Psychiatric Nursing,3.35,6,Science in Nursing,Psychiatric Nurse,Intern
Health Science,Pharmacist,2.59,1,Pharmacy,Pharmacist,Intern
Health Science,Pharmaceutical Research,2.88,7,Pharmacy,Pharmaceutical Researcher,Intern
Health Science,Clinical Pharmacy,2.95,7,Pharmacy,Clinical Pharmacist,Intern
Health Science,Pharmacology,2.88,16,Pharmacy,Pharmacologist,Associate
Health Science,Pharmacy Management,2.65,16,Pharmacy,Pharmacy Manager,Associate
Health Science,Pharmaceutical Sales,3.06,15,Pharmacy,Pharmaceutical Sales Rep,Associate
Health Science,Pharmacy Informatics,3.37,12,Pharmacy,Pharmacy Informatics,Associate
Health Science,Compounding Pharmacy,2.81,12,Pharmacy,Compounding Pharmacist,Associate
Health Science,Physical Therapist,3.39,14,Physiotherapy,Physical Therapist,Associate
Health Science,Sports Rehabilitation,3.27,9,Physiotherapy,Sports Rehabilitation,Intern
Health Science,Neurological Rehabilitation,3.24,9,Physiotherapy,Neurological Rehabilitation,Intern
Health Science,Pediatric Physiotherapy,2.84,0,Physiotherapy,Pediatric Physiotherapist,Intern
Health Science,Geriatric Physiotherapy,2.63,13,Physiotherapy,Geriatric Physiotherapist,Associate
Health Science,Orthopedic Rehabilitation,2.67,15,Physiotherapy,Orthopedic Rehabilitation,Associate
Health Science,Cardiovascular Physiotherapy,2.55,2,Physiotherapy,Cardiovascular Physiotherapist,Intern
Health Science,Respiratory Physiotherapy,2.84,9,Physiotherapy,Respiratory Physiotherapist,Intern
Health Science,Diagnostic Radiographer,3.61,13,Radiography and Radiotherapy,Diagnostic Radiographer,Associate
Health Science,Radiation Therapist,3.26,13,Radiography and Radiotherapy,Radiation Therapist,Associate
Health Science,Computed Tomography (CT) Technologist,3.32,9,Radiography and Radiotherapy,CT Technologist,Intern
Health Science,Magnetic Resonance Imaging (MRI) Technologist,2.53,0,Radiography and Radiotherapy,MRI Technologist,Intern
Health Science,Nuclear Medicine Technologist,2.54,5,Radiography and Radiotherapy,Nuclear Medicine Technologist,Intern
Health Science,Radiation Oncology,3.16,12,Radiography and Radiotherapy,Radiation Oncologist,Associate
Health Science,Radiology Education,3.17,16,Radiography and Radiotherapy,Radiology Educator,Associate
Health Science,Radiology Information Systems (RIS),2.92,8,Radiography and Radiotherapy,RIS Administrator,Intern
business,Marketing,3.63,15,Business Administration,Marketing Manager,Associate
business,Finance,3.45,6,Business Administration,Financial Analyst,Intern
business,Human Resource Management,3.54,17,Business Administration,Human Resources Manager,Associate
business,Operations Management,3.11,17,Business Administration,Operations Manager,Associate
business,Strategic Management,3.14,6,Business Administration,Strategic Planner,Intern
business,Business Development,3.58,10,Business Administration,Business Development Manager,Intern
business,Project Management,3,15,Business Administration,Project Manager,Associate
business,Supply Chain Management,2.58,16,Business Administration,Supply Chain Manager,Associate
business,International Business,3.08,16,Business Administration,International Business Consultant,Associate
business,Organizational Behavior,3.04,9,Business Administration,Organizational Behavior Specialist,Intern
business,Accounting,2.93,6,Commerce (B.Com),Accountant,Intern
business,Financial Management,2.92,0,Commerce (B.Com),Financial Manager,Intern
business,Auditing,3.64,1,Commerce (B.Com),Auditor,Intern
business,Taxation,3.19,5,Commerce (B.Com),Tax Consultant,Intern
business,Financial Planning,3.02,7,Commerce (B.Com),Financial Planner,Intern
business,Cost Accounting,3.01,17,Commerce (B.Com),Cost Accountant,Associate
business,Business Law,3.41,10,Commerce (B.Com),Corporate Lawyer,Intern
business,E-commerce,2.56,14,Commerce (B.Com),E-commerce Manager,Associate
business,Investment Banking,3.04,12,Commerce (B.Com),Investment Banker,Associate
business,Risk Management,2.77,11,Commerce (B.Com),Risk Manager,Intern
business,Data Analytics,3,4,Computation and Management,Data Analyst,Intern
business,Business Intelligence,3.27,5,Computation and Management,Business Intelligence Analyst,Intern
business,Information Systems,2.87,7,Computation and Management,Information Systems Manager,Intern
business,IT Consulting,2.5,3,Computation and Management,IT Consultant,Intern
business,Technology Project Management,2.86,17,Computation and Management,Technology Project Manager,Associate
business,Database Management,2.95,12,Computation and Management,Database Administrator,Associate
business,Web Development,3.15,5,Computation and Management,Web Developer,Intern
business,IT Service Management,3.31,8,Computation and Management,IT Service Manager,Intern
business,Cloud Computing,3.42,10,Computation and Management,Cloud Architect,Intern
business,Cybersecurity,3.48,12,Computation and Management,Cybersecurity Analyst,Associate
business,Entrepreneurship,3.17,3,Business Administration,Entrepreneur,Intern
business,Small Business Management,3.44,12,Business Administration,Small Business Owner,Associate
business,Digital Marketing,2.67,3,Business Administration,Digital Marketing Specialist,Intern
business,Social Media Management,3.21,13,Business Administration,Social Media Manager,Associate
business,Business Analytics,2.81,0,Business Administration,Business Analyst,Intern
business,Sales Management,3.21,17,Business Administration,Sales Manager,Associate
business,Supply Chain Analytics,3.13,8,Business Administration,Supply Chain Analyst,Intern
business,Customer Relationship Management (CRM),2.92,5,Business Administration,CRM Specialist,Intern
business,Business Strategy,2.5,11,Business Administration,Business Strategist,Intern
business,Leadership and Management,2.7,0,Business Administration,Leadership Development Manager,Intern
business,Business Analytics,2.97,1,Business Science,Business Analyst,Intern
business,Marketing Research,3.63,17,Business Science,Market Research Analyst,Associate
business,Operations Research,3.65,11,Business Science,Operations Research Analyst,Intern
business,Financial Modelling and Analysis,2.74,1,Business Science,Financial Analyst,Intern
business,Strategic Management,2.65,11,Business Science,Strategic Planner,Intern
business,Business Intelligence,3.47,17,Business Science,Business Intelligence Analyst,Associate
business,Data Mining and Visualization,3.01,14,Business Science,Data Analyst,Associate
business,Risk Management,3.6,2,Business Science,Risk Manager,Intern
business,Econometrics,2.92,4,Business Science,Econometrician,Intern
business,Supply Chain Management,3.69,16,Business Science,Supply Chain Manager,Associate
business,Logistics Manager,3.42,16,Transport & Logistics Management,Logistics Manager,Associate
business,Supply Chain Manager,2.59,13,Transport & Logistics Management,Supply Chain Manager,Associate
business,Transportation Coordinator,3.26,15,Transport & Logistics Management,Transportation Coordinator,Associate
business,Warehouse Manager,3.51,3,Transport & Logistics Management,Warehouse Manager,Intern
business,Freight Forwarder,3.08,1,Transport & Logistics Management,Freight Forwarder,Intern
business,Inventory Control Specialist,2.71,17,Transport & Logistics Management,Inventory Control Specialist,Associate
business,Distribution Manager,2.63,16,Transport & Logistics Management,Distribution Manager,Associate
business,International Trade Specialist,3.12,10,Transport & Logistics Management,International Trade Specialist,Intern
business,Operations Analyst,2.9,14,Transport & Logistics Management,Operations Analyst,Associate
business,Technology Manager,2.68,12,Management of Technology,Technology Manager,Associate
business,Innovation Manager,3.11,11,Management of Technology,Innovation Manager,Intern
business,Research and Development Manager,3.05,6,Management of Technology,Research and Development Manager,Intern
business,Product Manager,2.7,16,Management of Technology,Product Manager,Associate
business,Technology Consultant,2.61,9,Management of Technology,Technology Consultant,Intern
business,Project Manager,3.44,14,Management of Technology,Project Manager,Associate
business,Business Analyst,3.62,3,Management of Technology,Business Analyst,Intern
business,Technology Commercialization Specialist,2.8,15,Management of Technology,Technology Commercialization Specialist,Associate
business,Technology Strategist,2.9,7,Management of Technology,Technology Strategist,Intern
business,Change Management Specialist,3.41,9,Management of Technology,Change Management Specialist,Intern
business,Startup Founder,2.65,9,Entrepreneurship,Startup Founder,Intern
business,Business Consultant,3.57,2,Entrepreneurship,Business Consultant,Intern
business,Venture Capitalist,3.57,14,Entrepreneurship,Venture Capitalist,Associate
business,Small Business Owner,3.56,4,Entrepreneurship,Small Business Owner,Intern
business,Social Entrepreneur,2.59,1,Entrepreneurship,Social Entrepreneur,Intern
business,Business Incubator Manager,2.66,8,Entrepreneurship,Business Incubator Manager,Intern
business,Entrepreneurship Educator,3.5,2,Entrepreneurship,Entrepreneurship Educator,Intern
business,Innovation Strategist,3.45,11,Entrepreneurship,Innovation Strategist,Intern
business,Franchise Owner,3.67,0,Entrepreneurship,Franchise Owner,Intern
business,Angel Investor,3.37,15,Entrepreneurship,Angel Investor,Associate
Arts,Teacher,3.2,6, Education (BEd),Teacher,Intern
Arts,Education Administrator,2.9,15, Education (BEd),Education Administrator,Associate
Arts,Curriculum Developer,3.36,12, Education (BEd),Curriculum Developer,Associate
Arts,Education Consultant,2.98,13, Education (BEd),Education Consultant,Associate
Arts,Education Researcher,3.46,0, Education (BEd),Education Researcher,Intern
Arts,Instructional Designer,3.07,10, Education (BEd),Instructional Designer,Intern
Arts,Special Education Teacher,2.57,0, Education (BEd),Special Education Teacher,Intern
Arts,Education Policy Analyst,2.66,7, Education (BEd),Education Policy Analyst,Intern
Arts,Education Technology Specialist,3.16,17, Education (BEd),Education Technology Specialist,Associate
Arts,School Counselor,2.68,5, Education (BEd),School Counselor,Intern
Arts,Marketing,2.6,15,General (BA General),Marketing Specialist,Associate
Arts,Sales,2.71,11,General (BA General),Sales Representative,Intern
Arts,Customer Service,3.39,6,General (BA General),Customer Service Representative,Intern
Arts,Project Management,3.62,11,General (BA General),Project Coordinator,Intern
Arts,Data Analysis,3.58,14,General (BA General),Data Analyst,Associate
Arts,Event Planning,2.65,11,General (BA General),Event Planner,Intern
Arts,Communication,2.58,2,General (BA General),Communication Specialist,Intern
Arts,Public Relations,2.69,8,General (BA General),Public Relations Specialist,Intern
Arts,Business Writing,2.76,16,General (BA General),Business Writer,Associate
Arts,Team Leadership,3.41,13,General (BA General),Team Leader,Associate
Arts,Art Director,2.62,10,Arts Special (BA Special),Art Director,Intern
Arts,Graphic Designer,2.53,17,Arts Special (BA Special),Graphic Designer,Associate
Arts,Illustrator,2.7,12,Arts Special (BA Special),Illustrator,Associate
Arts,Multimedia Artist,2.54,5,Arts Special (BA Special),Multimedia Artist,Intern
Arts,Art Therapist,3.61,9,Arts Special (BA Special),Art Therapist,Intern
Arts,Art Teacher,3.45,10,Arts Special (BA Special),Art Teacher,Intern
Arts,Art Curator,2.81,8,Arts Special (BA Special),Art Curator,Intern
Arts,Art Historian,3.41,11,Arts Special (BA Special),Art Historian,Intern
Arts,Art Critic,2.82,4,Arts Special (BA Special),Art Critic,Intern
Arts,Museum Curator,2.57,8,Arts Special (BA Special),Museum Curator,Intern
Arts,Accounting,3.69,13,Commerce (B. Com),Accountant,Associate
Arts,Finance,2.86,11,Commerce (B. Com),Financial Analyst,Intern
Arts,Taxation,3.63,4,Commerce (B. Com),Tax Consultant,Intern
Arts,Auditing,3.51,17,Commerce (B. Com),Auditor,Associate
Arts,Business Law,3.06,13,Commerce (B. Com),Corporate Lawyer,Associate
Arts,Marketing,3.1,2,Commerce (B. Com),Marketing Manager,Intern
Arts,E-commerce,3.07,10,Commerce (B. Com),E-commerce Manager,Intern
Arts,Supply Chain Management,3.4,10,Commerce (B. Com),Supply Chain Manager,Intern
Arts,Retail Management,3.17,5,Commerce (B. Com),Retail Manager,Intern
Arts,International Business,3.05,8,Commerce (B. Com),International Business Consultant,Intern
Arts,Lawyer,2.95,0,Law (LLB),Lawyer,Intern
Arts,Legal Consultant,2.69,4,Law (LLB),Legal Consultant,Intern
Arts,Legal Advisor,3.29,13,Law (LLB),Legal Advisor,Associate
Arts,Corporate Counsel,2.93,0,Law (LLB),Corporate Counsel,Intern
Arts,Judge,3.51,8,Law (LLB),Judge,Intern
Arts,Prosecutor,3.13,4,Law (LLB),Prosecutor,Intern
Arts,Legal Researcher,3.39,1,Law (LLB),Legal Researcher,Intern
Arts,Intellectual Property Lawyer,2.97,6,Law (LLB),Intellectual Property Lawyer,Intern
Arts,Contract Lawyer,3.31,15,Law (LLB),Contract Lawyer,Associate
Arts,Human Rights Lawyer,2.87,6,Law (LLB),Human Rights Lawyer,Intern
Arts,Corporate Lawyer,2.63,5,Business Law,Corporate Lawyer,Intern
Arts,Contract Law Specialist,3.19,2,Business Law,Contract Law Specialist,Intern
Arts,Intellectual Property Lawyer,2.51,16,Business Law,Intellectual Property Lawyer,Associate
Arts,Employment Law Specialist,3.07,3,Business Law,Employment Law Specialist,Intern
Arts,Environmental Law Specialist,2.7,0,Business Law,Environmental Law Specialist,Intern
Arts,Real Estate Law Specialist,3.05,8,Business Law,Real Estate Law Specialist,Intern
Arts,Tax Law Specialist,3.33,9,Business Law,Tax Law Specialist,Intern
Arts,Securities Law Specialist,3.18,4,Business Law,Securities Law Specialist,Intern
Arts,International Trade Law Specialist,3.44,9,Business Law,International Trade Law Specialist,Intern
Arts,Patent Attorney,3.45,7,Patent Law,Patent Attorney,Intern
Arts,Intellectual Property Lawyer,3.01,8,Patent Law,Intellectual Property Lawyer,Intern
Arts,Patent Examiner,2.92,6,Patent Law,Patent Examiner,Intern
Arts,Patent Agent,3.07,4,Patent Law,Patent Agent,Intern
Arts,Technology Transfer Specialist,2.5,2,Patent Law,Technology Transfer Specialist,Intern
Arts,Patent Analyst,3.04,9,Patent Law,Patent Analyst,Intern
Arts,IP Litigation Lawyer,2.78,17,Patent Law,IP Litigation Lawyer,Associate
Arts,Patent Portfolio Manager,3.65,12,Patent Law,Patent Portfolio Manager,Associate
Arts,Patent Consultant,2.53,5,Patent Law,Patent Consultant,Intern
Arts,Patent Searcher,2.71,6,Patent Law,Patent Searcher,Intern
Arts,Criminal Lawyer,3.3,15,Criminal Law,Criminal Lawyer,Associate
Arts,Prosecutor,2.64,16,Criminal Law,Prosecutor,Associate
Arts,Defense Attorney,2.88,3,Criminal Law,Defense Attorney,Intern
Arts,Legal Researcher,3.07,13,Criminal Law,Legal Researcher,Associate
Arts,Law Enforcement Officer,2.53,4,Criminal Law,Law Enforcement Officer,Intern
Computing,Software Testing and Quality Assurance,2.6,4,Quality assurance,Software Testing Engineer,Intern
Computing,Software Architecture and Design,2.88,14,Software Engineering,Software Architect,Associate
Computing,Agile Software Development,3.11,5,Software Engineering,Agile Software Developer,Intern
Computing,DevOps,3.17,13,Software Engineering,DevOps Engineer,Associate
Computing,Software Maintenance and Evolution,3.21,11,Software Engineering,Software Maintenance Engineer,Intern
Computing,Requirements Engineering,3.44,17,Software Engineering,Requirements Engineer,Associate
Computing,Software Metrics and Measurement,2.84,8,Software Engineering,Software Metrics Analyst,Intern
Computing,Software Project Management,3.16,17,Software Engineering,Software Project Manager,Associate
Computing,Software Verification and Validation,3.26,9,Software Engineering,Software Verification and Validation Engineer,Intern
Computing,Software Process Improvement,3.55,8,Software Engineering,Software Process Improvement Specialist,Intern
Computing,Continuous Integration and Deployment,3.11,19,Software Engineering,CI/CD Engineer,Associate
Computing,User Interface (UI) Design,2.86,14,Software Engineering,UI Designer,Associate
Computing,Software Security,3.6,15,Software Engineering,Software Security Engineer,Associate
Computing,Software Documentation,2.78,13,Software Engineering,Technical Writer,Associate
Computing,Software Configuration Management,2.88,4,Software Engineering,Configuration Manager,Intern
Computing,Software Quality Management,2.83,19,Software Engineering,Software Quality Manager,Associate
Computing,Software Engineering Ethics,2.84,10,Software Engineering,Software Engineering Ethics Specialist,Intern
Computing,Software Requirement Analysis,3.3,16,Software Engineering,Requirement Analyst,Associate
Computing,Software Version Control,2.57,20,Software Engineering,Version Control Specialist,Associate
Computing,Software Code Review,3.04,5,Quality assurance,Code Reviewer,Intern
Computing,Network Design and Management,3.34,20,Systems and Network Engineering,Network Design Engineer,Associate
Computing,Network Security,3.69,24,Systems and Network Engineering,Network Security Engineer,Associate
Computing,Cloud Infrastructure Management,3.66,17,Systems and Network Engineering,Cloud Infrastructure Manager,Associate
Computing,Distributed Systems,2.67,19,Systems and Network Engineering,Distributed Systems Engineer,Associate
Computing,Virtualization,3.59,6,Systems and Network Engineering,Virtualization Specialist,Intern
Computing,Network Performance Optimization,3.51,6,Systems and Network Engineering,Network Performance Engineer,Intern
Computing,Wireless and Mobile Networks,2.71,1,Systems and Network Engineering,Wireless Network Engineer,Intern
Computing,Network Protocols,3.51,6,Systems and Network Engineering,Network Protocols Specialist,Intern
Computing,Network Monitoring and Troubleshooting,3.48,24,Systems and Network Engineering,Network Troubleshooting Specialist,Associate
Computing,Internet Routing and Traffic Engineering,2.88,23,Systems and Network Engineering,Routing and Traffic Engineer,Associate
Computing,Network Administration,3.62,5,Networking,Network Administrator,Intern
Computing,Network Troubleshooting and Support,2.54,15,Networking,Network Support Specialist,Associate
Computing,Network Security Management,3,12,Networking,Network Security Manager,Associate
Computing,Network Planning and Design,3.54,13,Networking,Network Planner,Associate
Computing,Wireless Networking,2.98,7,Networking,Wireless Network Engineer,Intern
Computing,Network Protocols and Standards,2.78,6,Networking,Network Protocol Specialist,Intern
Computing,Network Performance Optimization,3.01,1,Networking,Network Performance Engineer,Intern
Computing,Network Virtualization,2.68,11,Networking,Network Virtualization Specialist,Intern
Computing,Network Traffic Analysis,3.58,21,Networking,Network Traffic Analyst,Associate
Computing,Network Device Configuration and Management,2.81,16,Networking,Network Device Manager,Associate
Computing,Cyber Threat Intelligence,2.71,7,Cybersecurity,Threat Intelligence Analyst,Intern
Computing,Security Operations and Incident Response,2.62,11,Cybersecurity,Security Operations Analyst,Intern
Computing,Vulnerability Assessment and Management,3.66,10,Cybersecurity,Vulnerability Management Specialist,Intern
